ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΓΥΦΤΕΑ ΜΑΡΙΑ-ΕΛΕΝΗ του Δημητρίου,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΙΚΑ ΠΑΝΑΓΙΩΤΑ του Ευαγγέλου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,ΣΥΡΙΖΑ,ΒΕΡΓΙΝΑΔΗ ΜΑΡΙΑ του Νικήτα,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ (ΓΙΟΥΛΑ) του Αντωνίου,ΚΙΟΥΡΗ ΧΑΡΙΚΛΕΙΑ (ΧΑΡΑ) του Δημητρίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΜΑΚΑΡΗΣ ΕΜΜΑΝΟΥΗΛ ΛΕΟΝΑΡΔΟΣ (ΜΑΝΩΛΗΣ) του Ιωάννη,ΣΤΕΦΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Λάμπρου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΔΑΜΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΚΑΖΑΚΟΥ ΑΡΙΣΤΕΑ του Παναγιώτη,ΛΥΜΠΕΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Αντωνίου,ΞΗΡΟΓΙΑΝΝΗΣ ΠΕΡΙΚΛΗΣ του Αλεξάνδρου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΠΩΡΟΣ ΣΠΥΡΟΣ (ΣΠΥΡΙΔΩΝ) του Γεωργίου,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΜΠΟΤΗΣ ΑΡΙΣΤΕΙΔΗΣ (ΑΡΗΣ) του Γεωργίου,ΚΟΥΚΟΥΜΗ ΕΙΡΗΝΗ του Σαράντου,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΡΝΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΝΕΓΡΕΠΟΝΤΗ ΑΝΝΑ του Αντωνίου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΑ του Θεοδώρου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΣΠΑΣΙΑ του Αλεξάνδρου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΠΕΤΡΟΜΙΧΕΛΗ ΠΑΥΛΙΝΑ- ΒΑΣΙΛΙΚΗ του Βασιλείου,ΣΑΚΕΛΛΑΡΙΑΔΗΣ ΗΛΙΑΣ του Παντελή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαραλάμπους,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΘΕΟΔΩΡΑ (ΔΩΡΑ) του Μιχαήλ,ΚΑΝΕΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΜΠΑΚΑΣ ΙΑΣΩΝ του Δημητρίου,ΧΡΙΣΤΟΠΟΥΛΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΙΑΝΝΕΛΟΥ ΣΟΦΙΑ του Παναγιώτη,ΛΟΥΚΑΚΟΣ ΜΙΛΤΙΑΔΗΣ του Κωνσταντίνου,ΣΟΦΤΣΗΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευστάθιου,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Ο.Κ.Δ.Ε.,ΣΠΙΝΟΣ ΝΙΚΟΛΑΟΣ του Ευστρατίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΕΥΣΤΑΘΙΑ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΧΑΡΙΚΛΕΙΑ του Ιωάννου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΚΟΣΜΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΜΑΡΑΝΤΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΝΙΚΟΥ ΔΟΝΑΤΟΣ του Γεωργίου,ΦΕΣΣΑ ΧΡΥΣΟΥΛΑ (ΣΥΛΒΙΑ) του Δημητρίου,Κίνημα 21,ΖΟΡΜΠΑΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΡΔΑΚΗ ΑΝΝΑ του Σπυρίδωνος,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΤΣΙΚΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,ΝΙΚΗ,ΑΔΑΜΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χαρίλαου,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΕΤΡΑΚΟΠΟΥΛΟΣ ΦΩΤΙΟΣ του Παναγιώτη,ΠΕΤΡΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Νικολάου,ΤΣΙΧΛΑΚΗ ΔΗΜΗΤΡΑ του Σταύρου,κοινωνία αξιών,ΣΙΑΒΕΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΝΔΡΕΑΔΟΥ ΝΑΤΑΛΙΑ του Γεωργίου,ΖΕΠΠΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΥΡΟΜΜΑΤΗ ΖΕΠΠΟΥ ΑΡΓΥΡΩ του Νικολάου,ΠΟΛΥΧΡΟΝΗΣ ΔΗΜΗΤΡΙΟΣ του Σίμου,ΦΩΤΕΙΝΟΣ ΚΩΝΑΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ο.Α.Κ.Κ.Ε.,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διονυσίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΡΒΑΝΙΤΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΚΑΝΔΥΛΑΣ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΠΑΥΛΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Ανδρέα,ΠΕΤΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδων,ΤΣΕΡΠΕΣ ΧΡΟΝΗΣ του Ευσταθίου,Ένωση Κεντρώων,ΓΑΛΛΟΥ ΠΑΝΑΓΙΩΤΑ του Αδάμ,ΔΙΟΝΥΣΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Σωτηρίου,ΚΑΖΑΝΗΣ ΔΗΜΟΣΘΕΝΗΣ του Κωνσταντίνου,ΜΠΕΤΣΙΟΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΨΑΡΡΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΙΖΑ ΚΑΛΛΙΡΟΗ του Κωνσταντίνου,ΚΑΡΑΜΠΑΤΣΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΑΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΛΑΖΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΙΧΑΛΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΒΕΛΑΣ ΒΑΣΙΛΕΙΟΣ του Αλεξίου,ΣΑΡΕΛΛΑ ΧΡΙΣΤΙΝΑ του Φωτίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΚΟΡΓΚΟΛΙΑ ΕΙΡΗΝΗ του Σταύρου,ΓΡΑΜΜΑΤΙΚΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χριστόδουλου,ΚΟΥΒΑΤΣΟΥ ΦΩΤΕΙΝΗ του Κωνσταντίνου,ΜΠΕΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΓΑΒΡΙΗΛ) του Δημητρίου,ΝΤΡΟΥΛΙΑΣ (ΔΡΟΥΛΙΑΣ) ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΑΝ...,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαραλάμπους,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΑΜΠΡΑΚΟΣ ΛΑΜΠΡΟΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΑΣΙΟΥΛΑ ΛΑΜΠΡΙΝΗ του Αλεξάνδρου
46 - Μεσσηνίας,375 E.T. Δήμου Πύλου - Νέστορος,165,95,1,0,1,94,49,49,3,12,17,15,1,21,15,0,1,0,1,1,2,11,16,12,3,1,0,0,0,1,6,2,3,1,1,0,1,3,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,376 E.T. Δήμου Πύλου - Νέστορος,91,49,2,0,2,47,21,21,0,3,13,4,0,6,5,0,2,0,2,0,1,1,9,6,1,0,0,3,1,0,6,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,377 E.T. Δήμου Πύλου - Νέστορος,74,44,1,0,1,43,24,24,3,0,19,5,0,18,3,0,0,0,0,3,2,1,4,3,0,1,0,3,0,0,11,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,378 E.T. Δήμου Πύλου - Νέστορος,199,72,2,0,2,70,35,35,4,2,6,7,2,14,10,0,1,0,0,3,7,6,12,5,5,1,4,1,2,0,3,0,0,0,1,0,1,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,379 E.T. Δήμου Πύλου - Νέστορος,348,164,5,0,5,159,43,43,9,5,11,6,0,19,33,4,2,2,5,11,7,12,16,9,6,3,3,0,3,0,20,2,0,0,5,0,8,2,5,2,1,1,2,1,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,22,1,4,0,0,0,0,0,0,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2
46 - Μεσσηνίας,380 E.T. Δήμου Πύλου - Νέστορος,450,192,2,0,2,190,60,60,10,11,28,9,3,30,46,5,10,6,14,8,0,22,20,11,6,2,0,1,1,0,23,7,2,0,9,1,9,0,6,1,3,1,1,0,0,0,13,2,2,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1
46 - Μεσσηνίας,381 E.T. Δήμου Πύλου - Νέστορος,272,106,2,0,2,104,59,59,12,22,16,22,5,34,17,1,3,2,6,3,2,8,11,7,7,2,1,1,0,1,2,0,0,0,1,0,1,0,4,2,1,1,1,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1
46 - Μεσσηνίας,382 E.T. Δήμου Πύλου - Νέστορος,285,131,0,0,0,131,66,66,14,12,29,28,3,30,17,0,1,0,0,5,6,11,25,12,13,6,1,3,2,1,8,1,1,0,5,0,2,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,5,4,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,383 E.T. Δήμου Πύλου - Νέστορος,303,141,5,0,5,136,72,72,16,21,21,21,3,42,20,2,1,3,3,1,8,13,15,8,12,2,2,4,1,1,3,1,0,0,0,1,1,0,14,7,4,1,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
46 - Μεσσηνίας,384 E.T. Δήμου Πύλου - Νέστορος,517,203,1,2,3,200,78,78,7,23,16,21,16,30,29,1,2,2,8,5,7,21,46,33,5,11,3,13,1,2,21,5,0,2,4,2,3,7,5,0,0,0,0,0,1,3,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,7,0,7,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1
46 - Μεσσηνίας,385 E.T. Δήμου Πύλου - Νέστορος,302,134,2,1,3,131,63,63,18,10,17,24,6,25,21,3,3,1,1,2,1,3,13,9,3,1,3,2,1,0,8,1,0,0,1,0,3,0,11,5,2,1,0,2,0,3,2,0,0,0,0,0,0,1,4,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1
46 - Μεσσηνίας,386 E.T. Δήμου Πύλου - Νέστορος,284,121,2,0,2,119,50,50,9,3,17,11,2,23,17,1,1,0,2,4,2,6,30,14,12,2,1,12,1,1,8,0,1,0,1,0,3,2,3,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
46 - Μεσσηνίας,387 E.T. Δήμου Πύλου - Νέστορος,188,72,3,3,6,66,19,19,2,2,4,2,3,8,24,4,2,3,0,2,10,18,12,9,1,4,1,0,2,2,5,1,1,0,2,1,1,0,3,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,388 E.T. Δήμου Πύλου - Νέστορος,258,134,1,1,2,132,53,53,0,2,31,9,1,33,20,0,4,1,2,4,4,15,38,35,1,0,2,1,4,0,5,1,0,0,2,0,0,0,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,1,0,1,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,389 E.T. Δήμου Πύλου - Νέστορος,396,156,1,1,2,154,61,61,7,21,20,22,1,36,40,4,3,4,1,18,7,24,23,14,10,4,1,4,3,0,15,6,2,2,4,2,3,3,7,2,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,390 E.T. Δήμου Πύλου - Νέστορος,373,189,2,0,2,187,66,66,9,8,27,9,1,30,30,6,3,4,6,7,2,12,18,6,4,3,2,4,4,1,40,4,3,1,16,8,7,4,8,2,1,1,0,1,0,2,3,0,1,1,0,0,0,2,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,3,3,3
46 - Μεσσηνίας,391 E.T. Δήμου Πύλου - Νέστορος,394,183,6,0,6,177,81,81,15,9,43,10,2,31,28,8,1,4,0,14,3,11,19,6,3,0,1,2,7,0,29,4,0,1,13,6,10,1,9,3,0,1,1,0,1,3,2,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,392 E.T. Δήμου Πύλου - Νέστορος,355,165,1,1,2,163,62,62,13,8,30,5,0,26,33,1,8,3,6,14,4,19,22,10,6,2,3,5,5,1,23,3,1,1,9,4,3,5,5,1,2,1,0,0,0,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,1,2,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,4,2
46 - Μεσσηνίας,393 E.T. Δήμου Πύλου - Νέστορος,242,120,3,0,3,117,56,56,9,8,26,12,8,24,14,3,1,0,1,6,2,6,32,27,8,6,11,1,3,0,3,0,1,1,0,1,0,1,3,1,1,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,394 E.T. Δήμου Πύλου - Νέστορος,616,298,11,0,11,287,126,126,12,7,32,32,0,88,54,4,5,5,7,25,14,21,55,41,22,1,2,8,7,0,15,2,4,2,6,2,4,0,13,5,4,3,2,3,3,2,3,1,0,0,0,0,1,0,10,4,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,2,1
46 - Μεσσηνίας,395 E.T. Δήμου Πύλου - Νέστορος,367,203,3,2,5,198,89,89,10,10,41,22,1,38,37,7,6,6,1,12,11,13,29,17,8,5,6,4,0,5,15,6,3,2,5,3,4,2,13,3,2,4,0,3,0,4,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,396 E.T. Δήμου Πύλου - Νέστορος,378,207,3,0,3,204,86,86,8,12,38,30,2,41,43,7,2,2,2,15,13,20,34,16,13,12,4,5,6,1,13,2,3,3,2,0,0,4,4,3,1,0,1,1,0,1,4,1,1,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,1,1,0,0,1,1,4,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,2
46 - Μεσσηνίας,397 E.T. Δήμου Πύλου - Νέστορος,435,184,4,1,5,179,58,58,5,1,27,14,6,22,61,20,10,4,21,10,4,28,16,12,2,0,0,4,1,1,23,6,3,0,6,2,4,1,7,2,2,1,1,0,2,0,4,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
46 - Μεσσηνίας,398 E.T. Δήμου Πύλου - Νέστορος,583,268,4,1,5,263,118,118,9,22,58,21,2,52,58,5,0,4,15,18,9,26,31,13,5,3,2,10,0,3,18,2,3,0,4,5,0,3,20,4,2,1,0,5,1,4,4,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0
46 - Μεσσηνίας,399 E.T. Δήμου Τριφυλίας,476,219,4,1,5,214,89,89,18,7,36,30,7,39,42,2,3,11,0,6,18,26,37,10,6,26,4,1,2,3,14,1,2,12,4,1,0,1,4,2,1,0,1,0,0,2,8,2,2,3,1,1,0,2,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,2,0,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,5,5
