ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΑΝΟΗΛΙΑ ΜΑΡΙΑ του Χρήστου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,ΣΥΡΙΖΑ,ΒΟΥΤΥΡΑΚΟΥ ΔΙΑΛΕΚΤΗ ΑΘΗΝΑ (ΔΙΑΝΑ) του Κωνσταντίνου,ΝΕΦΕΛΟΥΔΗΣ ΑΝΔΡΕΑΣ του Παύλου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα Αριστοτέλη,ΠΑΠΠΑ ΠΑΝΑΓΙΩΤΑ του Χαράλαμπου,ΣΤΕΦΑΤΟΥ ΔΙΟΝΥΣΙΑ του Παναγή,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΟΥΓΙΑΝΤΖΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΕΡΟΥΚΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Παντελή,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΧΑΤΖΗΛΕΡΗΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,Κ.Κ.Ε.,ΓΚΙΝΗΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,ΘΕΟΔΩΡΟΥ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Παναγιώτη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΤΣΟΚΑΝΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΚΑΤΣΑΝΗΣ ΔΗΜΗΤΡΙΟΣ του Στέλιου,ΛΥΚΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Χαράλαμπου,ΣΑΒΒΙΔΟΥ ΔΕΣΠΟΙΝΑ του Χρήστου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλέξανδρου,ΤΑΤΜΙΧΑΛΗΣ ΑΝΔΡΕΑΣ του Φίλιππου,ΤΟΛΗ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΓΙΟΜΥΡΓΙΑΝΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΛΕΝΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΚΑΛΥΒΑΣ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΚΛΩΚΑ ΜΑΡΙΑΝΕΛΛΑ του Γεωργίου,ΠΟΛΥΧΡΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Πολυχρόνη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΑΠΟΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΚΑΡΥΑΝΔΗ ΑΘΗΝΑ του Αντωνίου,ΛΑΜΠΡΟΥ ΜΙΧΑΗΛ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΟΓΙΑ ΜΑΡΙΝΑ του Γεωργίου,ΤΣΟΠΕΛΑΚΗΣ ΗΡΑΚΛΗΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΜΠΑΡΔΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΚΙΟΚΑΣ ΑΓΓΕΛΟΣ του Αναργύρου,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΙΑ) του Γεωργίου,ΖΟΥΠΑ ΣΤΥΛΙΑΝΗ του Δημητρίου,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΟΛΥΔΩΡΟΣ  ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΤΡΙΧΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παύλου,Κίνημα 21,ΘΩΜΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΟΥ ΑΛΑΤΑ ΧΡΙΣΤΙΝΑ ΕΛΕΝΗ του Παύλου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΤΑΤΙΑΝΑ του Ιωάννη,ΜΠΟΥΣΜΠΟΥΚΕΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΠΟΝΗΡΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΝΙΚΗ,ΑΜΠΑΔΟΓΙΑΝΝΗ ΕΥΑΝΘΙΑ του Νικολάου,ΚΟΤΣΟΧΕΙΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΥ ΓΕΩΡΓΙΑ του Ευάγγελου,ΠΑΛΑΙΤΣΑΚΗΣ ΓΙΩΡΓΟΣ του Ιωάννη,ΣΥΜΠΟΥΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΤΣΑΝΕΚΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,κοινωνία αξιών,ΚΑΛΟΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΡΩΪΜΟΠΟΥΛΟΥ ΤΟΥΡΦΑΝΤΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,Ο.Α.Κ.Κ.Ε.,ΓΟΥΡΝΑΣ ΠΙΕΡΡΟΣ του Διονυσίου,Μ-Λ Κ.Κ.Ε.,ΑΡΓΥΡΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αργυρίου,Ελλήνων Συνέλευσις,ΜΑΥΡΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Συμεών,ΠΑΠΑΓΕΩΡΓΙΟΥ ΕΛΕΝΗ του Γεωργίου,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Ευάγγελου,ΡΕΝΤΟΥΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΣΟΛΕΡΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΚΟΚΚΙΝΑΣ ΝΙΚΟΛΑΟΣ του Τιμόθεου,ΜΕΝΤΕΣΙΔΟΥ ΕΡΑΣΜΙΑ του Κυριάκου,ΠΑΠΑΘΕΟΥ ΑΛΕΞΑΝΔΡΑ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΑΛΙΩΤΗΣ ΝΙΚΟΣ του Στυλιανού,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΘΑΝΑΣΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΑΡΕΤΑ ΛΗΤΩ του Αθανασίου,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΙΝΙΩΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Χρήστου,ΦΡΑΝΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΩΝΣΤΑΝΤΑ ΕΥΑΓΓΕΛΙΑ του Μηνά,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΑΝΝΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΚΑΝΙΑΡΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΚΟΚΤΣΗ ΕΛΕΝΗ του Νικολάου,ΔΗΜΗΤΡΙΑΔΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΚΡΙΕΚΟΥΚΗ ΑΝΑΣΤΑΣΙΑ του Θεοδώρου,ΝΤΟΥΡΟΣ ΝΙΚΟΛΑΟΣ του Σωτηρίου,ΤΑΝΤΟΥΡΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωσήφ,Οικολόγοι Πράσινοι,ΠΑΠΑΔΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΕΑΝ...,ΠΑΪΤΕΡΗΣ ΒΑΣΙΛΕΙΟΣ του Αλέξανδρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΗΤΡΙΑΔΟΥ ΜΑΡΙΑ του Σάββα,ΚΑΡΑΓΙΑΝΝΟΠΟΥΛΟΣ ΝΕΚΤΑΡΙΟΣ του Παρασκευά,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΡΙΤΣΗ ΑΝΑΣΤΑΣΙΑ του Σάββα,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,191 E.T. Δήμου Φυλής,551,338,8,3,11,327,102,26,29,16,48,10,33,85,16,14,20,7,23,41,30,12,3,10,4,5,11,33,3,0,5,25,3,3,21,6,10,9,3,1,4,9,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,6,4,6,4,1,0,0,0,0,5,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,3,2,3,0,3,3,1,10,6,5
64 - Β' Δυτικής Αττικής,192 E.T. Δήμου Φυλής,550,369,14,2,16,353,109,22,27,17,36,13,34,93,33,13,15,17,26,45,18,4,0,0,6,1,14,39,2,3,1,27,13,2,25,10,7,8,1,3,9,11,1,5,0,7,1,4,2,2,2,1,0,0,0,0,0,6,1,4,3,2,0,1,3,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,6,5,2,0,1,0,0,0,1,1,1,1,3,2,0,0,1,0,5,1,1,1,1,1,1,19,16,10
64 - Β' Δυτικής Αττικής,193 E.T. Δήμου Φυλής,542,344,15,3,18,326,105,22,27,14,54,12,29,79,20,16,16,18,27,32,24,10,3,1,6,3,13,39,6,1,6,25,7,1,16,6,4,8,3,3,4,8,1,1,2,0,3,1,0,1,1,2,0,2,1,0,0,2,1,0,1,0,1,1,5,3,8,1,2,1,0,1,0,10,3,2,4,3,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,0,0,0,1,1,0,2,0,1,0,2,2,0,1,1,0,3,1,1,0,0,0,0,8,8,5
64 - Β' Δυτικής Αττικής,194 E.T. Δήμου Φυλής,538,366,12,5,17,349,157,57,45,15,77,13,53,67,16,3,10,8,16,32,24,4,3,4,5,1,12,19,2,2,0,15,6,3,15,10,2,2,1,2,3,9,2,2,3,4,2,1,0,0,1,2,0,0,0,0,0,2,0,1,0,1,0,0,6,2,4,2,2,1,2,1,0,7,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3,1,1,3,1,1,1,0,2,2,2,0,2,1,1,1,1,0,4,4,0,0,0,0,0,17,12,9
64 - Β' Δυτικής Αττικής,195 E.T. Δήμου Φυλής,543,364,11,2,13,351,129,41,33,21,68,17,33,67,20,17,6,13,27,29,30,3,5,2,6,4,18,44,6,3,7,35,9,2,24,12,6,9,1,1,9,7,2,3,0,3,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,5,2,3,2,0,1,1,7,3,4,4,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,1,7,3,1,2,1,0,1,1,1,1,0,0,4,0,1,1,1,0,0,0,2,0,2,1,1,6,6,4
64 - Β' Δυτικής Αττικής,196 E.T. Δήμου Φυλής,555,371,16,2,18,353,124,24,34,19,51,19,36,83,25,15,14,10,35,30,19,4,1,2,2,2,9,39,6,5,3,20,7,1,26,14,5,7,0,0,8,7,1,3,1,3,1,5,1,4,3,2,0,2,1,0,0,0,0,0,0,0,0,0,3,2,4,2,4,1,3,0,2,18,5,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,8,8,8
64 - Β' Δυτικής Αττικής,197 E.T. Δήμου Φυλής,538,362,6,3,9,353,115,54,34,13,65,18,34,88,14,12,15,15,33,39,23,7,0,3,5,2,13,32,0,2,5,20,9,2,23,7,5,7,3,2,4,9,2,3,3,2,2,3,2,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,3,1,4,2,2,1,2,13,7,3,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,7,1,3,0,1,0,0,0,0,0,0,5,0,2,0,1,0,4,3,1,0,0,0,0,15,6,4
64 - Β' Δυτικής Αττικής,198 E.T. Δήμου Φυλής,553,361,11,1,12,349,130,34,43,14,45,11,45,66,15,6,13,9,23,18,40,15,3,10,9,4,23,31,4,1,5,19,6,3,26,12,9,14,0,0,4,4,2,1,0,1,1,3,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,7,5,2,1,1,1,0,7,5,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,9,1,2,1,3,1,0,0,2,1,1,0,2,1,0,0,1,0,3,2,1,0,1,0,0,8,4,3
64 - Β' Δυτικής Αττικής,199 E.T. Δήμου Φυλής,547,363,13,4,17,346,138,46,43,16,63,16,45,58,14,14,8,13,19,20,35,12,3,7,5,4,13,27,2,1,1,16,6,1,23,9,4,14,2,0,8,9,0,3,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,5,3,3,3,1,0,1,1,0,9,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,1,1,6,3,1,2,2,1,0,0,3,3,1,1,7,2,2,1,4,0,3,1,1,0,1,1,1,9,7,6
64 - Β' Δυτικής Αττικής,200 E.T. Δήμου Φυλής,545,383,10,2,12,371,133,35,35,19,54,17,39,82,28,9,12,20,20,33,28,8,1,3,3,2,11,43,8,4,4,31,12,2,30,9,12,16,2,3,10,6,2,1,2,3,0,4,1,3,2,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,8,6,3,1,1,0,2,7,5,1,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1,0,0,1,0,1,1,2,2,2,1,1,0,0,0,4,3,0,0,0,0,0,8,6,5
64 - Β' Δυτικής Αττικής,201 E.T. Δήμου Φυλής,516,325,12,1,13,312,100,25,29,13,43,6,46,67,9,11,17,11,17,30,22,9,4,6,2,3,10,25,4,1,4,14,8,1,30,12,4,13,0,3,9,10,1,2,3,2,1,4,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,7,5,2,4,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,2,3,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,24,17,10
64 - Β' Δυτικής Αττικής,202 E.T. Δήμου Φυλής,492,320,16,1,17,303,104,36,29,10,36,9,46,64,15,13,7,7,15,23,28,12,2,7,2,4,10,30,4,6,1,17,13,1,18,6,6,7,0,0,6,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,2,2,0,0,0,1,6,4,2,3,2,1,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,2,2,0,0,1,1,8,4,3,4,2,0,0,0,1,1,1,0,1,0,1,0,1,0,2,1,1,0,1,1,1,14,8,7
64 - Β' Δυτικής Αττικής,203 E.T. Δήμου Φυλής,514,300,13,4,17,283,86,26,30,8,40,7,22,73,10,8,9,11,20,37,30,9,1,6,3,4,19,19,6,1,4,12,1,2,20,9,4,15,0,1,6,11,5,5,0,2,1,3,2,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,4,2,2,0,0,0,0,5,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,2,1,0,0,1,0,2,1,2,2,1,0,0,0,1,0,2,2,1,1,0,0,0,12,7,7
64 - Β' Δυτικής Αττικής,204 E.T. Δήμου Φυλής,511,308,15,2,17,291,83,24,24,8,27,8,25,94,14,20,9,14,25,42,24,8,0,4,2,4,15,20,4,3,1,8,7,1,16,11,5,5,0,0,2,9,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,7,2,3,1,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,5,2,0,1,2,0,2,2,1,0,0,0,1,1,0,0,1,0,2,1,0,0,2,1,0,17,9,9
64 - Β' Δυτικής Αττικής,205 E.T. Δήμου Φυλής,499,320,11,2,13,307,118,28,34,13,58,14,33,71,20,17,5,11,20,26,16,7,3,1,7,0,5,36,3,0,7,24,9,5,17,9,2,5,1,4,10,6,2,2,3,2,1,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,7,7,1,0,0,0,0,6,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,4,2,0,0,0,0,0,0,2,1,1,0,2,0,5,3,1,2,1,0,3,2,0,0,0,0,0,5,4,4
64 - Β' Δυτικής Αττικής,206 E.T. Δήμου Φυλής,506,309,15,3,18,291,124,52,44,12,45,16,35,58,16,3,12,11,22,19,20,3,2,4,1,3,9,26,8,6,4,12,5,1,14,7,3,4,2,3,1,9,1,4,1,2,3,3,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,3,0,0,0,0,0,6,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,0,0,0,5,5,1,1,1,0,0,0,1,0,2,2,0,0,1,0,0,12,6,5
64 - Β' Δυτικής Αττικής,207 E.T. Δήμου Φυλής,507,342,11,2,13,329,145,49,43,11,44,18,40,57,14,8,15,5,18,19,25,6,1,2,5,2,11,23,3,3,4,13,5,0,26,11,8,10,3,2,5,5,1,1,0,0,1,1,1,1,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,18,4,6,7,7,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,3,2,3,3,3,3,2,6,5,2
64 - Β' Δυτικής Αττικής,208 E.T. Δήμου Φυλής,505,316,6,4,10,306,107,40,36,13,41,9,25,66,15,9,15,12,21,33,32,14,2,5,8,3,12,23,5,1,5,18,7,2,21,9,7,11,3,2,8,8,2,1,2,4,1,5,4,1,4,0,0,0,0,1,0,3,0,0,0,2,1,0,2,0,2,1,4,2,2,1,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,2,2,1,1,0,0,0,0,1,0,2,2,2,0,0,1,1,1,5,3,1,0,1,1,0,11,9,5
64 - Β' Δυτικής Αττικής,209 E.T. Δήμου Φυλής,498,291,8,2,10,281,74,22,15,14,24,13,21,73,10,14,13,9,20,33,16,4,2,3,2,3,7,36,7,6,3,25,13,1,20,7,12,7,1,1,4,7,3,5,0,3,1,2,1,0,0,3,1,2,2,2,0,3,0,0,1,0,1,0,7,3,7,2,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,2,1,0,0,0,2,2,4,1,0,2,1,1,0,0,0,0,2,2,1,0,1,0,1,0,1,1,1,1,2,1,1,10,7,3
64 - Β' Δυτικής Αττικής,210 E.T. Δήμου Φυλής,495,333,18,0,18,315,87,35,24,11,40,9,24,90,18,16,8,11,26,29,15,6,1,2,3,2,9,29,3,2,1,21,14,3,29,10,11,18,0,5,4,10,0,4,0,3,1,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,7,5,1,1,0,0,1,10,3,2,4,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,1,0,3,0,1,0,0,1,1,1,0,1,0,0,0,0,0,4,4,0,0,0,0,0,15,12,10
64 - Β' Δυτικής Αττικής,211 E.T. Δήμου Φυλής,501,253,16,0,16,237,74,21,13,5,34,5,28,42,6,8,7,5,11,22,16,6,4,4,0,2,3,23,5,3,3,13,4,2,22,8,10,12,1,2,1,11,3,2,1,2,4,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,0,0,0,0,10,1,4,2,4,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,3,1,1,0,0,0,0,0,3,3,0,0,3,1,1,0,2,0,3,3,1,0,0,0,0,7,4,3
64 - Β' Δυτικής Αττικής,212 E.T. Δήμου Φυλής,494,278,12,1,13,265,108,44,42,10,39,6,42,77,15,9,13,9,32,29,6,1,0,2,0,1,1,25,3,5,3,9,6,9,11,5,1,9,0,0,2,3,1,1,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,3,1,1,0,1,0,0,1,0,1,1,2,2,2,14,12,6
64 - Β' Δυτικής Αττικής,213 E.T. Δήμου Φυλής,502,258,5,1,6,252,87,25,13,8,37,10,45,80,13,16,5,8,27,36,17,3,2,2,2,2,8,23,3,2,2,16,10,1,7,3,4,4,0,0,0,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,1,0,1,5,1,1,2,3,1,0,0,0,0,0,0,1,1,1,0,2,0,2,1,0,1,1,0,1,0,1,1,2,1,0,0,0,0,0,0,2,2,1,1,3,0,2,0,3,0,2,1,0,0,1,0,1,8,7,6
64 - Β' Δυτικής Αττικής,214 E.T. Δήμου Φυλής,500,302,10,0,10,292,91,33,23,13,28,13,35,81,21,18,11,15,12,32,28,12,4,7,9,2,7,26,7,1,4,17,10,1,17,6,6,12,0,1,6,4,0,1,0,3,2,4,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,3,2,1,1,0,0,0,0,8,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,1,0,1,0,0,1,1,3,3,0,0,1,0,0,0,1,0,3,2,0,0,1,0,0,9,9,6
64 - Β' Δυτικής Αττικής,215 E.T. Δήμου Φυλής,497,371,23,2,25,346,129,26,43,11,56,12,36,67,21,8,8,13,23,31,22,4,1,1,9,2,12,46,4,5,11,26,8,5,22,10,5,11,0,0,1,4,1,3,0,1,0,2,1,1,1,0,0,0,0,0,0,6,0,0,0,2,1,2,3,3,1,1,4,1,2,2,1,11,8,0,5,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,1,0,4,2,1,0,0,1,1,1,2,2,1,1,1,0,0,0,1,0,3,3,1,0,0,0,0,11,6,3
64 - Β' Δυτικής Αττικής,216 E.T. Δήμου Φυλής,504,357,21,1,22,335,122,35,35,11,42,7,39,84,13,15,13,16,18,34,24,3,2,2,4,4,6,26,4,1,2,18,5,1,23,3,10,11,1,1,5,9,0,2,0,3,0,1,0,1,1,1,0,0,0,0,0,4,2,0,2,1,1,0,1,0,6,6,3,2,1,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,1,1,2,0,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,1,1,0,12,6,7
64 - Β' Δυτικής Αττικής,217 E.T. Δήμου Φυλής,509,350,16,3,19,331,122,35,35,18,59,12,39,55,13,10,7,8,18,22,29,9,1,4,8,2,11,39,4,3,7,28,7,4,25,7,13,13,1,2,7,10,2,4,3,2,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,3,2,4,2,0,0,0,0,0,13,5,1,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,4,2,1,0,0,0,0,0,4,3,0,0,3,0,0,0,1,0,2,0,0,0,1,1,1,11,10,9
64 - Β' Δυτικής Αττικής,218 E.T. Δήμου Φυλής,502,364,7,1,8,356,137,56,45,10,48,21,41,75,14,13,10,16,23,35,28,5,7,3,7,13,14,37,4,4,4,19,15,3,28,9,8,15,1,2,7,7,2,5,0,3,1,2,0,2,1,0,0,0,0,0,0,2,1,2,0,0,0,0,4,2,2,1,0,0,0,0,0,7,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,2,1,1,0,3,1,0,0,0,0,0,14,9,5
64 - Β' Δυτικής Αττικής,219 E.T. Δήμου Φυλής,468,255,4,2,6,249,107,38,33,13,31,7,40,64,10,12,12,15,15,22,14,6,4,0,5,2,5,15,2,2,6,12,3,1,10,4,4,3,1,1,4,6,2,2,2,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,6,5,0,0,0,0,0,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,3,3,1,1,0,0,0,1,0,0,0,0,0,0,3,1,2,1,1,1,2,1,0,0,1,1,1,7,7,6
