ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Σπύρου,ΚΑΡΑΜΗΤΣΟΥ-ΓΙΑΝΝΕΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΚΟΣΜΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Αποστόλου,ΣΥΡΙΖΑ,ΒΑΛΑΒΑΝΙΔΟΥ ΣΜΑΡΩ του Γεωργίου,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΔΕΔΟΓΛΟΥ ΣΠΥΡΟΣ του Γεωργίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΜΠΕΡΔΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Σταύρου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΑΒΙΑΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΓΡΗΓΟΡΑΙΝΑΣ ΕΥΣΤΡΑΤΙΟΣ (ΣΤΡΑΤΟΣ) του Γεωργίου,ΜΟΥΛΑΤΖΙΔΟΥ ΔΡΟΣΙΑ του Ευαγγέλου,ΜΠΙΛΙΜΠΙΝΗ-ΒΡΑΔΕΛΗ ΕΥΤΕΡΠΗ (ΕΦΗ) του Ξανθίππου,ΠΑΝΑΓΟΥΤΣΟΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Αθανασίου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΔΙΝΔΙΝΗ ΒΑΪΑ (ΒΑΝΑ) του Νικολάου,ΚΟΥΓΙΟΥΜΤΖΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΑΡΑΓΚΟΖΑΚΗ ΣΩΤΗΡΙΑ του Γεωργίου,ΠΑΠΑΔΑΜΑΚΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΦΩΤΙΑΔΗΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ορέστη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΑΝΝΑΡΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αντωνίου,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΠΑΠΑΔΑΚΗΣ ΠΑΡΑΣΧΟΣ του Χρήστου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,ΣΚΑΡΛΑΤΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΓΚΙΩΣΗ ΒΑΪΑ του Γεωργίου,ΚΑΛΛΙΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΙΑΚΙΡΗ ΕΥΑΓΓΕΛΙΑ του Μόσχου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΙΑΚΗ ΑΓΑΠΗ του Πέτρου,ΚΑΡΠΟΥΖΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΟΛΙΤΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ (ΦΥΛΛΙΑ) του Αθανασίου,Κίνημα 21,ΚΕΦΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΚΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜΠΙΝΤΑΚΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΜΠΟΥΣΜΠΟΥΚΕΑ ΜΑΡΙΑ του Γεωργίου,ΣΙΟΥΛΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΝΙΚΗ,ΚΑΡΑΚΑΤΣΙΑΝΗ ΕΙΡΗΝΗ του Δημητρίου,ΜΑΓΓΙΝΑΣ ΝΙΚΟΛΑΟΣ του Θεμιστοκλή,ΞΥΓΩΝΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αθανασίου,ΣΤΑΦΥΛΙΔΟΥ ΑΠΟΣΤΟΛΙΑ του Μόσχου,κοινωνία αξιών,ΠΑΠΑΓΡΗΓΟΡΙΟΥ (ΜΑΓΚΟΥΡΑ) ΚΡΙΝΙΩ του Ευθυμίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Σωκράτη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΩΤΗΡΙΟΣ του Λαζάρου,ΦΡΑΓΚΟΥ ΑΝΤΩΝΙΑ του Νικολάου,Ο.Α.Κ.Κ.Ε.,ΣΤΕΦΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΚΑΛΑΝΤΖΗ ΑΛΕΞΙΑ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΑΠΟΥΣΟΥΖ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΟΥΦΕΞΗ ΜΑΡΘΑ του Ιακώβου,Ένωση Κεντρώων,ΚΥΜΠΡΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΛΑΣΙΟΥ ΠΟΛΥΞΕΝΗ του Κυριάκου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΑΛΑΜΠΑΝΙΔΗΣ ΚΛΗΜΕΝΤΙΟΣ του Αλεξίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΛΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΕΒΑΣΤΟΥ ΜΕΡΟΠΗ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΡΚΑ ΜΑΡΓΑΡΙΤΑ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΙΩΑΝΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Ελευθερίου,ΕΑΝ...,ΚΛΕΙΣΙΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΡΑΜΠΑΤΖΗΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,112 E.T. Δήμου Αλεξανδρούπολης,577,358,10,2,12,346,110,0,55,23,17,32,7,50,8,12,13,15,13,6,37,9,3,26,10,2,1,17,14,1,2,8,0,1,49,6,11,16,21,6,5,14,3,3,0,4,2,1,1,1,1,0,0,2,1,0,1,0,2,1,4,3,2,1,0,20,4,12,2,2,0,0,3,1,1,2,1,1,0,0,1,1,1,0,0,0,2,2,0,1,7,6,5,2,1,1,2,1,1,1,3,2,2,1,2,2,9,5
1 - Έβρου,113 E.T. Δήμου Αλεξανδρούπολης,516,325,6,1,7,318,134,0,56,29,19,45,20,50,3,9,11,24,8,11,47,15,0,42,2,2,2,11,9,4,0,5,0,0,29,2,8,7,17,3,2,6,0,2,0,0,3,7,5,1,1,0,0,0,0,0,0,0,1,0,7,2,5,0,1,13,3,9,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,4,4
1 - Έβρου,114 E.T. Δήμου Αλεξανδρούπολης,515,282,7,1,8,274,130,0,58,33,16,45,15,28,1,15,5,12,2,1,35,9,0,31,1,1,5,14,8,2,0,7,1,2,24,3,4,8,8,3,2,3,1,0,1,0,0,4,4,0,0,0,0,1,0,1,0,0,2,0,3,0,0,0,0,14,2,6,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,8,6
1 - Έβρου,115 E.T. Δήμου Αλεξανδρούπολης,510,284,4,1,5,279,126,0,69,28,12,53,17,54,5,8,8,28,19,1,38,8,4,26,2,8,3,11,6,1,0,8,1,0,16,1,15,3,9,1,0,5,1,2,2,0,1,5,4,1,0,0,0,0,0,0,0,0,1,1,4,2,2,0,0,8,2,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,3,3,0,0,2,1
1 - Έβρου,116 E.T. Δήμου Αλεξανδρούπολης,510,272,7,1,8,264,92,0,46,27,8,31,7,37,10,9,4,13,10,6,51,9,8,36,2,10,2,29,26,2,1,14,4,1,23,3,4,5,16,0,2,4,1,2,1,2,0,4,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,11,4,6,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,3,2,1,1,0,0
1 - Έβρου,117 E.T. Δήμου Αλεξανδρούπολης,564,340,4,4,8,332,124,0,55,30,10,52,11,49,4,14,17,14,18,6,38,7,3,24,9,1,1,16,14,5,3,5,1,1,51,4,14,12,27,4,5,3,2,0,1,1,0,4,3,1,1,0,0,2,2,0,0,1,2,0,12,5,5,2,3,9,4,4,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,1,1,1,1,0,0,0,0,2,2,7,5
1 - Έβρου,118 E.T. Δήμου Αλεξανδρούπολης,506,271,4,0,4,267,96,0,52,20,4,27,13,45,0,9,12,17,19,2,40,8,2,26,1,4,2,16,11,5,1,4,0,0,22,2,6,5,11,0,0,3,2,1,0,0,0,2,2,0,0,0,0,2,1,1,0,0,3,1,7,2,2,0,0,20,4,12,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,2,1
1 - Έβρου,119 E.T. Δήμου Αλεξανδρούπολης,480,241,7,3,10,231,84,0,34,19,12,34,10,29,7,13,7,5,4,1,42,7,0,32,1,5,4,10,9,0,1,3,0,0,30,1,9,7,17,2,3,4,0,1,2,0,1,3,3,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,9,4,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,1,1,4,2
1 - Έβρου,120 E.T. Δήμου Αλεξανδρούπολης,324,201,4,0,4,197,74,0,38,17,3,36,7,30,2,8,2,15,8,5,59,6,0,54,2,4,5,4,4,0,0,0,0,3,16,1,3,6,7,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,2,1
1 - Έβρου,121 E.T. Δήμου Αλεξανδρούπολης,441,267,9,1,10,257,100,0,55,30,15,27,8,32,4,4,5,19,13,4,54,9,1,45,7,7,3,8,8,1,0,2,0,1,38,4,6,6,22,3,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,3,0,2,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,0,0,0,5,3
1 - Έβρου,122 E.T. Δήμου Αλεξανδρούπολης,553,346,12,5,17,329,163,0,45,53,7,52,23,36,11,9,1,14,6,5,43,8,5,26,8,4,1,8,6,0,0,2,0,0,38,3,10,8,19,0,1,5,2,2,0,0,0,2,2,0,0,1,1,3,0,0,0,0,0,0,5,3,1,1,2,10,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,3,1,1,1,1,1,1,2,1,1,1,1,0,1,0
1 - Έβρου,123 E.T. Δήμου Αλεξανδρούπολης,386,225,2,1,3,222,80,0,35,29,3,23,7,38,0,8,4,26,9,3,59,13,7,38,4,7,5,3,2,0,0,0,0,0,23,3,0,11,12,0,0,2,0,2,0,0,1,1,1,2,2,0,0,1,0,1,1,0,0,0,1,0,1,0,0,2,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,1,1,0,1,1,0,0,0,0,1,0
1 - Έβρου,124 E.T. Δήμου Αλεξανδρούπολης,347,166,5,0,5,161,46,0,19,9,6,15,6,41,5,14,8,15,9,9,33,9,1,17,6,2,7,8,3,1,1,6,1,2,9,1,3,0,6,2,2,2,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10,4,1,2,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,125 E.T. Δήμου Αλεξανδρούπολης,384,278,12,2,14,264,88,0,26,12,4,13,11,39,13,9,3,10,6,3,33,4,5,10,4,3,3,13,4,3,0,2,1,2,26,3,8,6,7,1,0,9,0,0,1,2,0,2,1,0,0,0,0,2,1,1,0,0,4,3,6,3,5,0,1,11,3,4,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,1,0,4,2,0,0,2,1,2,0,7,2,1,1,9,6
1 - Έβρου,126 E.T. Δήμου Αλεξανδρούπολης,413,215,3,1,4,211,76,0,38,22,6,22,3,37,2,20,13,7,8,0,43,18,4,29,4,3,4,8,6,3,1,1,0,1,29,5,3,16,15,2,1,2,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,127 E.T. Δήμου Αλεξανδρούπολης,462,236,4,3,7,229,86,0,44,23,3,32,6,44,5,15,9,12,10,10,33,6,7,19,6,4,4,5,4,2,0,0,0,1,27,4,5,12,10,5,2,3,0,2,0,0,2,7,6,0,0,0,0,3,1,0,0,0,0,0,2,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,1,1,2,1,1,1,2,0,0,0,6,4
1 - Έβρου,128 E.T. Δήμου Αλεξανδρούπολης,431,243,2,0,2,241,94,0,48,46,4,23,7,45,3,20,6,22,8,2,59,22,6,36,14,4,8,3,3,3,0,0,0,0,22,5,3,13,7,2,0,3,1,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2
1 - Έβρου,129 E.T. Δήμου Αλεξανδρούπολης,248,148,2,2,4,144,64,0,41,11,2,21,7,13,4,2,3,7,2,1,43,25,1,31,2,2,5,1,0,0,0,1,0,1,13,0,2,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
1 - Έβρου,130 E.T. Δήμου Αλεξανδρούπολης,238,172,0,1,1,171,60,0,31,21,4,20,5,55,1,7,6,47,6,5,27,1,6,19,3,2,4,6,2,2,1,2,1,0,11,0,2,3,6,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,4,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1 - Έβρου,131 E.T. Δήμου Αλεξανδρούπολης,375,183,1,0,1,182,48,0,12,17,3,19,5,38,1,7,15,23,8,2,55,3,41,28,5,4,5,5,3,2,0,1,0,0,23,7,1,6,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1
1 - Έβρου,132 E.T. Δήμου Αλεξανδρούπολης,369,186,3,3,6,180,110,0,51,28,6,53,11,16,0,9,4,6,2,6,17,0,1,11,4,4,1,1,1,1,0,0,0,0,15,2,4,4,6,1,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,4,3,2,1,0,1,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1
1 - Έβρου,133 E.T. Δήμου Αλεξανδρούπολης,170,108,2,1,3,105,54,0,24,18,6,16,3,5,1,1,1,3,0,1,14,2,0,14,5,1,0,1,0,0,0,1,0,0,15,0,0,4,10,3,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,3
1 - Έβρου,134 E.T. Δήμου Αλεξανδρούπολης,175,85,3,0,3,82,32,0,13,7,6,14,3,7,0,2,0,6,1,1,16,0,0,15,4,0,0,10,8,1,3,5,0,1,7,1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1 - Έβρου,135 E.T. Δήμου Διδυμοτείχου,562,242,4,2,6,236,110,0,53,40,5,18,13,75,10,19,5,27,10,14,14,4,1,4,4,1,3,3,0,0,0,1,0,1,10,3,2,2,2,1,0,1,0,0,0,0,0,3,1,0,0,0,0,3,0,1,1,0,1,1,0,0,0,0,0,10,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2
1 - Έβρου,136 E.T. Δήμου Διδυμοτείχου,524,274,12,3,15,259,144,0,62,49,7,39,18,32,3,7,3,6,6,7,25,5,6,3,10,1,10,7,2,2,1,1,1,2,16,1,1,8,2,1,0,4,0,0,0,0,0,3,2,0,0,0,0,2,2,0,0,1,2,2,1,0,0,0,1,8,3,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4,2,2,1,0,0,4,1,0,0,0,0,3,2,0,0,0,0,0,0,2,1
1 - Έβρου,137 E.T. Δήμου Διδυμοτείχου,523,306,4,2,6,300,149,0,66,67,5,41,13,57,7,13,4,24,9,10,28,10,2,5,13,1,8,9,4,3,1,1,4,0,20,2,3,10,5,3,0,2,1,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,4,2,1,0,1,0,0,10,5,8,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,1,3,2,2,1,0,0,1,0,0,0,1,0,1,1,0,0,2,1
1 - Έβρου,138 E.T. Δήμου Διδυμοτείχου,522,239,2,3,5,234,90,0,38,34,1,28,13,50,4,5,11,22,11,6,21,6,1,2,3,3,12,3,1,1,0,1,1,0,28,2,5,16,8,2,1,4,1,0,2,1,1,0,0,1,0,0,0,2,0,0,0,0,3,2,1,1,0,0,0,14,3,6,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,8,6
1 - Έβρου,139 E.T. Δήμου Διδυμοτείχου,529,230,9,4,13,217,97,0,30,37,4,24,6,44,5,12,4,15,15,6,28,8,2,3,9,2,15,4,3,1,1,0,0,2,21,3,5,15,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,0,0,9,6,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
1 - Έβρου,140 E.T. Δήμου Διδυμοτείχου,547,234,8,2,10,224,84,0,30,31,3,22,8,59,5,18,3,26,10,9,26,5,2,6,9,0,14,3,2,2,0,1,0,0,17,1,2,8,5,1,1,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,2,2,1,1,0,0,14,7,9,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,0,0,0,0,0,0,1,0,3,0
1 - Έβρου,141 E.T. Δήμου Διδυμοτείχου,531,285,2,3,5,280,124,0,50,45,3,38,18,46,8,23,6,20,0,2,28,14,1,2,9,0,11,17,7,5,1,3,2,5,29,2,3,24,6,1,3,3,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,15,6,7,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,2,1,0,1,1,0,0,3,0
1 - Έβρου,142 E.T. Δήμου Διδυμοτείχου,571,261,6,4,10,251,92,0,44,27,14,27,12,58,13,27,8,13,19,17,21,6,2,8,6,2,11,13,5,5,3,4,2,5,20,3,4,17,3,2,1,5,2,3,1,1,2,4,4,1,1,1,1,4,4,2,2,0,2,2,3,2,2,1,1,17,7,11,5,4,3,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,3
1 - Έβρου,143 E.T. Δήμου Διδυμοτείχου,544,234,4,4,8,226,109,0,53,49,7,21,13,44,6,14,5,16,7,4,26,11,0,2,7,0,12,3,2,0,0,0,0,0,13,1,0,9,2,1,0,5,1,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,3,1,3,1,0,1,1,14,4,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1 - Έβρου,144 E.T. Δήμου Διδυμοτείχου,539,274,3,3,6,268,132,0,61,40,8,20,24,52,3,14,5,22,11,6,24,8,1,5,4,1,12,3,0,1,1,0,1,2,14,1,0,10,4,0,0,4,1,2,0,0,2,0,0,1,0,0,0,2,2,0,0,0,1,1,9,1,5,0,1,10,5,4,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,2,1,0,0,6,1
1 - Έβρου,145 E.T. Δήμου Διδυμοτείχου,556,279,12,2,14,265,97,0,48,35,1,19,10,62,7,14,5,20,12,16,22,7,0,2,9,5,7,13,5,2,1,1,0,2,22,1,4,14,4,2,1,9,1,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,5,4,3,0,0,1,1,16,3,10,2,5,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,3,1,0,2,0,1,1
1 - Έβρου,146 E.T. Δήμου Διδυμοτείχου,557,251,6,2,8,243,101,0,32,31,4,29,14,44,6,6,2,15,6,5,18,7,0,3,5,3,3,11,7,0,0,0,0,2,22,0,2,12,6,0,1,4,1,1,0,0,1,3,1,0,0,0,0,2,1,0,0,0,1,0,5,1,0,0,1,15,2,10,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,1,0,0,2,1,2,1,1,0,5,5
1 - Έβρου,147 E.T. Δήμου Διδυμοτείχου,731,165,5,2,7,158,73,0,34,31,2,19,11,27,2,8,2,13,6,6,12,7,0,1,2,0,6,3,0,1,0,1,0,0,11,1,2,6,2,0,0,4,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,14,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,3,1
1 - Έβρου,148 E.T. Δήμου Διδυμοτείχου,731,162,6,0,6,156,87,0,40,23,3,29,8,35,5,9,7,4,3,6,7,1,0,1,3,0,2,3,2,1,0,0,0,1,5,0,0,4,1,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,5,5,3,1,2,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0
