ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΚΑΝΙΑΤΣΑ ΑΙΜΙΛΙΑ του Παναγιώτη,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΑΣ) του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ-ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΠΑΠΑΛΕΞΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Γρηγορίου,ΣΑΚΚΑΡΕΛΗ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΤΑΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΦΟΥΝΤΖΟΥΛΑ ΧΡΙΣΤΙΝΑ του Παναγιώτη,ΣΥΡΙΖΑ,ΑΘΑΝΑΣΟΥΛΗ ΒΑΣΙΛΙΚΗ (ΣΙΣΣΥ) του Χρήστου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΖΑΜΠΑΡΑΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Γεωργίου,ΘΕΟΔΩΡΑΚΗΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΠΑΝΤΙΩΡΑ ΦΩΤΕΙΝΗ του Ευαγγέλου,ΤΣΙΜΠΛΗ ΕΙΡΗΝΗ του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΚΑΤΣΑΡΗ ΚΩΝΣΤΑΝΤΟΥΛΑ (ΝΤΙΝΑ) του Θωμά,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΟΥΡΤΖΙΑΠΗΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,ΜΠΙΣΜΠΙΚΗ - ΚΟΝΙΔΑ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΣΤΑΡΑΚΑ ΧΡΙΣΤΙΝΑ του Δημήτριου,ΤΡΥΦΙΑΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημοσθένη,Κ.Κ.Ε.,ΑΡΑΒΑΝΗΣ ΓΕΡΑΣΙΜΟΣ του Ανδρέα,ΚΑΖΑΡΙΔΗ - ΠΑΤΟΥΛΑ ΣΟΦΙΑ του Σωκράτη,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΜΠΟΥΡΑ ΧΡΥΣΟΥΛΑ (ΣΟΥΛΑ) του Ευαγγέλου,ΝΙΚΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΙΕΤΤΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΪΔΙΝΗΣ ΖΑΦΕΙΡΗΣ του Ιωάννη,ΓΛΥΚΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΚΟΥΣΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΟΥΡΚΟΥ ΑΡΧΟΝΤΙΑ του Ιωάννη,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΟΥΛΙΩΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΑΡΚΑΖΙΚΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΛΑ- ΛΙΑΚΑΤΑ ΓΕΩΡΓΙΑ του Αυγουστή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΖΥΓΑ ΕΛΙΑΝΑ του Κωνσταντίνου,ΚΑΡΑΝΗ ΙΩΑΝΝΑ του Σεραφείμ,ΛΟΥΚΑΝΑΡΗΣ ΣΤΕΦΑΝΟΣ του Αθανασίου,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ (ΒΛΑΣΗΣ) του Γεωργίου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ (ΧΡΥΣΑ) του Γεωργίου,ΠΑΛΗΓΕΩΡΓΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΤΖΑΘΑΣ ΘΩΜΑΣ του Παύλου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΠΩΝΗ ΠΑΝΑΓΙΩΤΑ του Σωτηρίου,ΚΟΥΚΟΥΡΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αντωνίου,ΛΑΔΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αλέξιου,ΛΙΟΤΣΟΥ ΒΑΡΒΑΡΑ του Παναγιώτη,ΜΑΜΑΣΟΥΛΑΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΦΑΡΑΚΗ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΖΩΤΗΣ ΝΙΚΟΛΑΟΣ του Θωμά,ΒΑΣΙΛΕΙΟΥ ΣΠΥΡΙΔΩΝ του Γρηγορίου,ΒΡΑΧΑ ΜΑΡΙΑ του Βασιλείου,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΤΣΩΛΗ ΕΛΕΝΗ ΑΝΝΑ του Νικολάου,Κίνημα 21,ΠΑΠΑΧΡΙΣΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Άγγελου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΠΑΛΑΙΟΔΗΜΟΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΝΙΚΗ,ΑΛΕΞΑΚΗ ΒΑΣΙΛΙΚΗ του Ιωάννου,ΚΑΜΖΕΛΑΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΛΕΣΙΑΔΑΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,κοινωνία αξιών,ΠΙΣΤΙΩΛΗ ΠΑΝΑΓΙΩΤΑ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΑΤΣΑΟΥΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΕΤΑΡΟΥΔΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΣΤΑΜΟΥΛΗ ΠΑΤΡΟΥΛΑ του Ευάγγελου,Ο.Α.Κ.Κ.Ε.,ΠΕΤΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αλεξάνδρου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΙΑΝΝΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΜΠΙΤΣΙΚΩΚΟΣ ΒΛΑΣΙΟΣ του Δημητρίου,ΣΑΠΑΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΣΑΠΑΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδων,ΦΟΡΑΔΟΥΛΑ ΙΩΑΝΝΑ του Γεωργίου,Ένωση Κεντρώων,ΜΠΕΜΠΕΛΑ ΒΑΡΒΑΡΑ του Στυλιανού,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΣΚΑΝΔΑΛΟΣ ΓΡΗΓΟΡΙΟΣ του Σωτηρίου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΓΕΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Ηλία,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΕΙΡΗΝΗ του Αθανασίου,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΜΠΕΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαραλάμπους,ΜΠΟΥΤΡΗ ΑΘΗΝΑ του Γεωργίου,ΠΑΠΑΚΩΣΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΑΛΑΜΠΑΛΙΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΦΙΛΙΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΠΟΔΙΣΤΡΙΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΟΥΣΙΑ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΣΕΡΑΦΗΣ ΑΠΟΣΤΟΛΟΣ του Ευάγγελου,ΤΡΑΣΙΑ ΑΛΕΞΑΝΔΡΑ του Βασιλείου,Οικολόγοι Πράσινοι,ΚΑΠΡΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΠΡΕΖΑΣ ΠΑΝΤΕΛΗΣ του Αθανασίου,ΤΣΙΡΙΓΚΑ ΓΡΗΓΟΡΙΑ του Αθανασίου,ΕΑΝ...,ΠΕΡΔΙΚΑΡΗΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΕΡΜΙΤΖΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,463 E.T. Δήμου Ναυπακτίας,508,338,5,0,5,333,142,2,50,30,94,0,0,17,4,27,67,6,20,21,20,3,1,19,11,3,59,4,2,0,42,1,5,2,19,3,17,1,0,0,2,0,0,2,7,4,15,2,3,3,2,1,2,2,0,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,3,0,0,8,3,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2
30 - Αιτωλοακαρνανίας,464 E.T. Δήμου Ναυπακτίας,535,364,11,4,15,349,162,6,48,16,99,1,0,23,11,41,57,6,13,11,16,17,1,9,7,8,70,5,3,2,53,1,21,1,14,1,11,1,2,0,1,2,0,1,5,4,10,4,3,0,1,0,2,0,1,1,4,2,0,1,0,2,0,0,0,5,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,6,10,6,1,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1
30 - Αιτωλοακαρνανίας,465 E.T. Δήμου Ναυπακτίας,495,293,5,1,6,287,122,2,37,18,71,0,1,28,6,28,60,3,7,17,13,7,4,14,13,6,36,1,4,1,29,0,0,1,9,1,14,0,0,1,1,1,1,0,5,8,11,1,2,0,1,1,1,0,0,0,12,2,3,1,3,2,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,4,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,11,6
30 - Αιτωλοακαρνανίας,466 E.T. Δήμου Ναυπακτίας,529,329,11,0,11,318,156,2,45,29,106,1,2,25,4,18,65,7,17,17,15,17,0,18,7,4,56,4,3,1,42,0,8,1,16,1,8,0,0,0,2,0,1,1,4,5,4,1,2,1,0,0,0,0,0,2,5,0,0,0,1,2,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,7,5
30 - Αιτωλοακαρνανίας,467 E.T. Δήμου Ναυπακτίας,514,305,6,2,8,297,113,0,30,29,69,1,1,17,5,22,76,3,20,21,18,4,4,24,10,7,46,3,3,3,32,0,7,1,10,0,18,2,0,0,0,1,2,1,11,7,13,0,2,2,2,1,0,2,1,0,9,2,3,0,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,3,0,0,2,1,0,0,2,0,0,0,0,0,0,0,3,2
30 - Αιτωλοακαρνανίας,468 E.T. Δήμου Ναυπακτίας,560,350,2,1,3,347,150,3,39,17,114,0,6,33,1,32,74,3,10,18,10,9,5,24,17,5,47,5,3,7,28,0,4,2,15,6,13,3,1,1,2,2,3,0,4,4,7,2,1,1,2,2,0,1,0,0,6,0,0,1,0,1,1,0,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,12,9,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,1,6,5,3,2,0,0,1,0,1,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,8,6
30 - Αιτωλοακαρνανίας,469 E.T. Δήμου Ναυπακτίας,523,321,4,2,6,315,143,1,20,22,98,3,3,25,5,35,71,6,21,18,20,7,1,16,8,3,56,3,7,0,40,1,6,2,12,3,14,2,0,1,2,0,1,0,5,4,5,3,2,0,1,0,0,1,0,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,6,3
30 - Αιτωλοακαρνανίας,470 E.T. Δήμου Ναυπακτίας,527,311,4,1,5,306,148,3,34,30,74,3,1,31,5,27,54,4,17,6,16,5,2,18,3,5,52,1,2,0,41,0,3,0,10,2,10,0,1,1,4,1,0,0,4,1,7,2,2,1,1,3,1,1,0,0,6,4,3,0,0,1,0,0,1,2,1,1,0,1,0,1,0,0,1,0,0,2,1,0,2,1,0,0,0,3,1,0,0,7,4,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,1,0,1,0,0,0,0,5,3
30 - Αιτωλοακαρνανίας,471 E.T. Δήμου Ναυπακτίας,526,334,3,1,4,330,191,3,60,30,115,2,2,34,6,51,50,1,16,14,18,5,0,11,11,2,33,2,1,2,25,2,2,0,11,1,10,1,1,1,3,0,2,4,0,1,9,3,2,1,1,0,0,2,0,1,6,1,1,0,0,1,0,0,1,4,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,1,2,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,1,0,2,0,3,1
30 - Αιτωλοακαρνανίας,472 E.T. Δήμου Ναυπακτίας,517,300,7,1,8,292,136,2,40,23,92,0,3,30,2,18,58,1,24,18,9,7,1,17,5,5,37,2,5,3,25,1,4,0,4,2,17,0,1,0,4,2,1,0,8,9,2,0,1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,4,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,11,4,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,0,8,5
30 - Αιτωλοακαρνανίας,473 E.T. Δήμου Ναυπακτίας,529,310,12,0,12,298,145,2,42,21,105,1,2,17,11,32,46,6,12,15,14,7,2,4,6,3,36,2,6,0,19,0,2,0,11,0,14,0,5,3,3,1,2,0,3,4,13,3,4,2,3,2,0,1,0,1,7,0,1,0,0,2,1,0,2,3,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,4,4,3,2,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,3,2,1,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,3,2,0,0,7,4
30 - Αιτωλοακαρνανίας,474 E.T. Δήμου Ναυπακτίας,514,298,3,2,5,293,172,2,34,23,116,1,3,37,12,38,40,2,12,12,11,3,3,8,6,3,34,3,5,1,22,1,6,2,13,0,6,0,0,1,1,1,0,0,3,4,10,1,1,0,1,0,0,0,0,0,6,1,1,0,0,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,5,2
30 - Αιτωλοακαρνανίας,475 E.T. Δήμου Ναυπακτίας,522,338,9,3,12,326,156,2,35,23,107,3,2,18,8,41,69,8,17,23,23,10,1,17,5,1,33,2,2,0,24,0,3,1,8,3,9,0,1,0,1,0,0,0,4,3,15,1,3,0,2,2,1,3,0,0,7,0,1,0,0,2,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,1,1,1,4,2,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,3,1,1,2,1,2,0,0,0,0,0,2,1,0,1,3,2,0,0,7,5
30 - Αιτωλοακαρνανίας,476 E.T. Δήμου Ναυπακτίας,526,332,2,1,3,329,144,1,36,27,81,1,2,36,3,33,62,6,15,16,16,5,4,11,15,3,61,2,1,3,41,0,2,0,18,2,5,0,0,0,1,1,0,1,2,1,10,0,5,1,1,3,0,0,0,2,8,2,4,0,1,2,1,0,1,3,2,1,1,0,1,1,0,0,0,0,0,3,0,0,2,0,1,0,1,4,2,1,1,9,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,4,4
30 - Αιτωλοακαρνανίας,477 E.T. Δήμου Ναυπακτίας,445,262,4,1,5,257,112,4,31,18,71,1,4,15,4,34,57,5,8,15,21,10,0,9,8,4,38,2,2,1,28,0,7,1,10,2,11,2,1,0,0,0,4,1,0,2,15,2,5,6,2,5,0,1,1,4,3,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,7,4
30 - Αιτωλοακαρνανίας,478 E.T. Δήμου Ναυπακτίας,184,94,1,1,2,92,33,0,11,11,22,1,0,7,0,5,27,1,9,5,10,3,0,12,2,1,23,1,2,0,11,0,4,0,14,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
30 - Αιτωλοακαρνανίας,479 E.T. Δήμου Ναυπακτίας,576,344,6,0,6,338,171,0,44,55,112,0,11,34,3,23,45,1,8,11,22,1,0,30,0,0,59,5,1,0,40,0,25,2,10,1,8,0,1,0,0,0,0,0,3,2,11,6,5,0,0,1,2,1,0,0,7,0,0,1,0,2,1,1,3,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,1,0,3,0,0,3,1,1,0,1,0,1,0,3,2,1,1,0,0,0,0,10,7
30 - Αιτωλοακαρνανίας,480 E.T. Δήμου Ναυπακτίας,178,91,2,0,2,89,42,0,13,12,29,0,3,12,0,2,16,1,4,4,5,1,0,5,0,2,12,0,0,0,8,1,0,0,7,1,6,0,0,0,1,1,0,0,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
30 - Αιτωλοακαρνανίας,481 E.T. Δήμου Ναυπακτίας,337,203,0,1,1,202,110,0,85,15,68,1,2,18,0,15,22,2,6,3,7,0,1,10,2,1,26,1,0,0,24,0,2,2,17,0,8,1,1,0,2,2,0,1,4,4,4,2,0,1,2,0,0,0,0,0,8,0,0,0,1,0,0,1,1,9,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,4,3
30 - Αιτωλοακαρνανίας,482 E.T. Δήμου Ναυπακτίας,251,110,4,0,4,106,55,1,22,6,38,0,0,13,2,2,12,0,2,4,5,0,0,0,0,0,15,3,4,0,6,0,1,0,8,0,8,0,0,0,0,1,1,0,5,2,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,1,1,1,0,0,0,1,1
30 - Αιτωλοακαρνανίας,483 E.T. Δήμου Ναυπακτίας,37,15,0,0,0,15,10,0,1,5,5,0,0,6,0,1,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,484 E.T. Δήμου Ναυπακτίας,490,280,1,0,1,279,120,2,17,63,73,2,1,21,2,5,54,3,11,7,19,20,3,16,3,3,47,2,2,0,19,0,30,0,9,0,12,1,2,1,4,0,2,0,4,4,7,1,1,4,1,0,1,0,0,1,5,1,0,1,0,2,0,0,4,7,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,1,9,8,0,0,0,0,1,1,0,1,0,0,0,0,2,2
