ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέα,ΞΑΝΘΗ ΧΑΡΙΚΛΕΙΑ του Ματθαίου,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΚΟΝΤΟΤΟΛΗ ΜΑΡΙΝΑ του Γεωργίου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΙΚΡΙΚΑΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΧΑΪΔΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενελάου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΟΛΩΤΑ ΣΤΥΛΙΑΝΗ (ΛΙΑΝΑ) του Γεωργίου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΚΑΡΡΑ - ΖΟΥΖΟΥΛΑ ΙΩΑΝΝΑ του Βάιου,ΚΩΣΤΟΥΛΗΣ ΧΡΗΣΤΟΣ του Ζήση,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΟΙΚΟΝΟΜΟΥ ΓΕΩΡΓΙΟΣ του Χρήστου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΣΤΑΜΟΥ ΕΥΘΥΜΙΑ του Ελευθερίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΓΥΡΟΠΟΥΛΟΥ ΧΑΡΑΛΑΜΠΙΑ του Κωνσταντίνου,ΚΑΛΑΜΠΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Ματθαίου,ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου,ΜΠΑΚΑΛΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΑΠΟΥΛΙΔΗΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΑΣ ΕΥΘΥΜΙΟΣ του Ιωάννη,ΚΟΚΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Βάιου,ΜΑΡΑΓΚΟΥ ΙΟΒΗ του Γεωργίου,ΜΠΕΓΛΕΡΙΔΟΥ ΕΛΕΝΗ του Αλέξανδρου,ΠΑΠΑΘΑΝΑΣΙΟΥ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΙΑΝΝΕΤΟΒΑ ΛΕΝΚΑ του Αιμήλ,ΝΙΖΑΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΜΟΥΤΗΣ ΘΩΜΑΣ του Δημητρίου,Κ.Κ.Ε. (μ-λ),ΓΚΟΥΝΤΟΥΡΑ ΕΥΑΓΓΕΛΗ του Ιωάννη,ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΑΡΑΣ ΛΑΜΠΡΟΣ του Χρήστου,ΜΗΤΡΟΠΑΝΟΥ ΜΥΡΣΙΝΗ του Δημητρίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,Κίνημα 21,ΜΠΙΤΟΣ ΗΛΙΑΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΡΙΝΙΩΤΑΚΗ ΑΙΜΙΛΙΑ του Ιωάννη,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,ΤΣΙΑΣΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΝΙΚΗ,ΑΥΤΖΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΓΕΩΡΓΑΔΑΚΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΛΑΜΠΑΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΑΛΛΑΣ ΦΩΤΙΟΣ του Γεωργίου,κοινωνία αξιών,ΤΥΜΠΑΣ ΓΡΗΓΟΡΙΟΣ του Ηλία,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΖΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ο.Α.Κ.Κ.Ε.,ΒΑΣΚΟΣ ΣΩΤΗΡΙΟΣ του Αθανασίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασίλειου,ΛΙΑΠΗ ΕΙΡΗΝΗ ΚΩΝΣΤΑΝΤΙΝΑ του Δημητρίου,Ένωση Κεντρώων,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΜΗΤΡΟΠΟΥΛΟΥ ΑΓΑΘΗ του Διονύσιου,ΣΚΛΗΒΑΓΚΟΣ ΣΤΑΥΡΟΣ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΛΟΓΗΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΟΛΙΑ ΓΙΑΝΝΟΥΛΑ του Φωτίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΠΑΛΑΝΗΣ ΑΓΓΕΛΟΣ του Γρηγορίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΤΑΛΑΣ ΠΑΥΛΟΣ του Στεφάνου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΝΤΑΡΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΓΕΡΟΚΩΣΤΑ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΔΕΛΙΤΖΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΛΑΛΑ ΒΑΓΓΙΕΛ του Παντελή,ΜΠΟΖΟΒΙΤΗ ΙΩΑΝΝΑ του Κωνσταντίνου,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,Οικολόγοι Πράσινοι,ΤΖΑΝΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΑΝ...,ΚΟΤΟΠΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΝΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,Ετερ. Τρικάλων (από Εφετείο Θεσσαλονίκης),44,37,0,0,0,37,19,7,2,1,4,11,5,4,1,1,0,1,1,0,1,0,1,0,0,0,1,2,1,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,Ετερ. Τρικάλων (από Εφετείο Λάρισσας),55,37,0,0,0,37,21,2,1,2,3,9,4,4,2,2,2,0,1,0,1,0,0,0,1,0,1,3,1,1,0,1,0,1,2,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,Ετερ. Τρικάλων (από 3ο Ε.Τ. Νομ. Μαγνησίας),79,65,0,0,0,65,42,14,3,5,8,31,6,7,2,2,1,0,2,0,6,0,1,0,0,1,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1
24 - Τρικάλων,Ε.Τ. ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΤΡΙΚΑΛΩΝ ,196,172,27,1,28,144,9,1,2,4,2,2,2,106,24,18,5,4,19,9,21,3,0,2,0,1,11,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24 - Τρικάλων,Ετερ. Τρικάλων (από 154ο Ε.Τ. Νομ. Αττικης-Αθηνών),526,366,3,1,4,362,149,35,24,17,53,93,32,74,26,21,19,12,16,8,32,5,6,4,5,5,15,29,4,12,9,2,1,9,12,7,2,2,0,5,2,6,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,2,1,1,7,0,2,1,1,29,3,5,15,15,0,0,0,0,0,0,1,1,0,0,0,4,3,2,1,2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
24 - Τρικάλων,Ετερ. Τρικάλων (από 155ο Ε.Τ. Νομ. Αττικης-Αθηνών),524,389,1,0,1,388,166,40,18,15,59,107,29,104,43,26,20,21,19,18,31,11,5,9,2,3,17,44,13,17,4,0,3,10,4,3,2,0,0,1,0,9,0,0,1,5,6,1,1,0,0,0,1,0,1,1,0,0,0,0,4,1,2,0,0,1,0,1,0,0,0,0,8,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6
24 - Τρικάλων,Ετερ. Τρικάλων (από 156ο Ε.Τ. Νομ. Αττικης-Αθηνών),534,377,0,1,1,376,160,38,24,13,62,99,26,104,49,31,22,14,19,10,33,7,9,9,1,10,16,42,8,15,10,2,0,12,6,4,2,4,0,0,0,7,0,0,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,1,0,0,1,5,0,1,4,3,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
24 - Τρικάλων,Ετερ. Τρικάλων (από 157ο Ε.Τ. Νομ. Αττικης-Αθηνών),522,384,3,0,3,381,138,20,17,7,55,87,30,112,52,38,28,16,25,24,42,10,6,8,5,11,17,37,16,18,7,3,2,14,9,2,4,1,3,0,2,7,0,1,1,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,3,1,0,0,0,0,0,12,3,2,7,8,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7
24 - Τρικάλων,Ετερ. Τρικάλων (από 28ο Ε.Τ. Νομ. Αττικης-Πειραιώς),117,89,1,1,2,87,40,8,6,3,15,26,5,17,2,3,5,3,6,0,5,1,2,0,2,0,1,9,1,2,3,1,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Σύνολο,,144313,87404,1532,384,1916,85488,38475,7853,11903,2197,10876,18550,9155,17176,5044,6008,4531,2347,4985,1457,10414,956,3276,1866,1711,755,5989,6495,2207,2980,837,674,1126,1502,2269,821,527,335,438,126,437,1571,232,224,198,309,398,403,526,53,317,228,245,68,52,32,88,37,23,6,452,76,163,110,177,365,233,540,138,116,77,187,2861,332,267,1888,1678,54,24,31,15,27,11,35,14,90,62,48,184,87,64,42,127,84,462,273,248,158,251,140,302,181,333,64,75,128,32,53,25,309,183,209,152,177,124,1237,794
