ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΑΝΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Ευαγγέλου,ΚΟΤΡΩΝΙΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΑΚΡΗ-ΘΕΟΔΩΡΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΟΙΚΟΝΟΜΟΥ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Δημητρίου,ΣΙΜΟΥ-ΠΑΛΑΙΟΛΟΓΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Ηλία,ΣΤΑΪΚΟΥΡΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΥΡΙΖΑ,ΓΙΑΒΡΗ ΠΑΡΑΣΚΕΥΗ του Θεοφάνη,ΚΑΡΑΦΕΡΗ ΑΡΓΥΡΩ του Νικολάου,ΛΑΖΟΥ ΒΑΣΙΛΙΚΗ του Ανδρέα,ΛΟΥΚΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΟΥΤΣΑΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΣΑΡΑΚΙΩΤΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΤΕΡΡΙΩΤΗ ΚΩΝΣΤΑΝΤΙΑ του Παναγιώτη,ΒΕΝΤΟΥΡΗ - ΝΑΣΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Κωνσταντίνου -Βασιλείου,ΜΑΣΤΡΟΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΠΕΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΠΑΠΑΓΟΡΑΣ ΑΝΤΩΝΙΟΣ του Αθανασίου,ΤΣΩΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε.,ΚΟΥΤΣΟΥΜΠΑΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΓΕΡΟΚΟΥΔΗ ΔΗΜΗΤΡΑ του Αθανασίου,ΜΠΑΣΔΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΦΟΥΤΣΟΥ ΑΝΤΡΙΑΝΑ του Γεωργίου,ΠΑΣΟΥΛΑΣ ΧΡΙΣΤΟΣ του Γεωργίου,ΠΟΛΙΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΝΤΖΟΛΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΒΟΥΡΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΔΗΜΗΤΡΑΝΤΖΟΥ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΛΑΪΛΑΚΙΔΟΥ ΕΛΠΙΣ του Λαζάρου,ΜΠΟΧΤΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θωμά,ΜΥΛΩΝΑΚΗΣ ΣΤΕΡΓΙΟΣ του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΖΑΜΑΝΗΣ ΔΟΝΑΤΟΣ του Οδυσσέα,ΚΟΤΡΩΝΗΣ ΙΩΑΝΝΗΣ του Χρήστου,ΡΑΜΜΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,ΤΣΑΚΑΛΟΥ ΑΡΓΥΡΟΥΛΑ (ΥΡΩ) του Ιωάννη,ΤΣΙΡΩΝΗΣ ΜΙΛΤΙΑΔΗΣ του Ιωάννη,ΦΥΣΟΛΟΗΣ ΑΝΑΣΤΑΣΙΟΣ-ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΛΑΟΥΤΑΡΗΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΒΕΡΟΥΣΗ ΣΟΦΙΑ του Γεωργίου,ΓΑΛΑΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΤΕΝΑ ΣΜΑΡΩ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΥΛΑΚΙΩΤΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΔΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΟΥΜΠΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΜΕΛΕΤΗ ΧΡΥΣΑΝΘΗ του Αλεξάνδρου,ΜΕΛΛΙΟΣ ΙΩΑΝΝΗΣ του Φωτίου,ΤΖΙΟΥΒΑΡΑ ΟΛΥΜΠΙΑ ΠΑΡΑΣΚΕΥΗ του Κωνσταντίνου,Κίνημα 21,ΖΑΧΑΡΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΤΣΙΤΟΥΡΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,ΜΑΡΑΝΔΙΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ ΜΑΡΙΑ του Λάμπρου,ΣΙΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΝΙΚΗ,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευάγγελου,ΚΑΡΑΤΖΑ ΟΛΓΑ του Πέτρου,ΤΥΡΜΠΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΦΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννου,κοινωνία αξιών,ΚΑΛΛΙΩΡΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΟΥΡΣΑΙΤΙΔΗΣ ΠΕΡΙΚΛΗΣ του Χαράλαμπου,ΣΙΨΗ ΕΥΣΤΑΘΙΑ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΠΟΛΥΔΕΥΚΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΚΑΡΑΜΗΤΣΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΥΒΩΤΙΔΟΥ ΔΟΜΝΙΚΗ του Παναγιώτη,ΤΑΓΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,Ένωση Κεντρώων,ΚΑΡΑΒΕΛΟΥ ΑΡΓΥΡΟΥΛΑ του Ευθυμίου,ΣΑΒΒΙΔΗΣ - ΒΑΣΙΛΕΙΑΔΗΣ ΛΑΖΑΡΟΣ του Ευστάθιου,ΧΛΙΑΠΑ ΜΑΡΙΑ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΤΣΑΟΥΝΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΑΡΑΣΑΝΤΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΟΥΣΤΑΚΑ ΑΙΚΑΤΕΡΙΝΗ του Βασιλείου,ΠΑΝΟΥ ΧΡΗΣΤΟΣ του Ευσταθίου,ΦΥΚΑ ΦΡΕΙΔΕΡΙΚΗ του Κωνσταντίνου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΗΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΑΓΚΛΑΡΑ ΕΥΘΑΛΙΑ του Νικολάου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΚΩΣΤΑΣ ΧΡΗΣΤΟΣ του Αθανασίου,Οικολόγοι Πράσινοι,ΑΔΑΜΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΠΑ ΑΝΝΑ του Κωνσταντίνου,ΣΚΑΜΑΓΚΟΣ ΘΕΟΔΩΡΟΣ του Μιχαήλ,ΕΑΝ...,ΛΕΜΟΝΗΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΑΛΕΞΙΟΥ ΑΝΑΡΓΥΡΟΣ του Αλεξάνδρου,ΑΝΑΣΤΑΣΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΘΕΟΦΑΝΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κοσμά,ΛΙΘΑΔΙΩΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΙΧΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΟΝΔΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου
33 - Φθιώτιδας,253 E.T. Δήμου Λοκρών,474,355,6,1,7,348,175,1,15,5,109,30,122,65,5,3,6,3,2,52,29,1,1,4,1,6,23,19,0,1,1,11,0,8,21,5,6,3,2,8,2,2,0,0,2,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,10,6,3,2,0,1,0
33 - Φθιώτιδας,254 E.T. Δήμου Λοκρών,451,326,4,4,8,318,167,13,9,12,91,24,100,50,1,2,3,6,1,46,28,2,4,0,0,7,21,14,0,0,2,5,4,9,18,4,5,5,1,3,2,4,2,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,3,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,3,2,2,1,1,0,0,0,0,0,3,2,1,0,9,1,3,2,1,0,2
33 - Φθιώτιδας,255 E.T. Δήμου Λοκρών,447,304,3,1,4,300,148,3,17,12,91,20,89,74,9,5,13,6,3,59,18,1,4,0,3,6,9,20,0,2,2,7,1,2,8,0,2,2,0,3,1,6,1,0,2,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,7,4,1,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,0,2,0,3,1,0,0,2,1,0,1,1,0,0
33 - Φθιώτιδας,256 E.T. Δήμου Λοκρών,453,315,4,2,6,309,122,8,11,17,76,19,68,84,5,11,6,7,3,73,35,4,4,3,8,12,25,21,0,2,3,10,1,5,9,4,2,2,1,1,2,6,2,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,4,2,2,1,10,4,3,1,1,2,1
33 - Φθιώτιδας,257 E.T. Δήμου Λοκρών,174,118,1,3,4,114,63,1,4,2,28,21,40,28,3,1,0,5,3,23,6,0,0,0,0,2,3,1,0,1,0,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0
33 - Φθιώτιδας,258 E.T. Δήμου Λοκρών,516,363,4,4,8,355,170,8,15,13,101,10,134,72,9,10,6,7,4,65,32,7,2,1,9,19,17,24,0,1,10,2,0,17,18,3,3,1,2,14,2,4,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,1,0,1,0,2,1,1,3,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,5,3,6,3,1,4,1,1,0
33 - Φθιώτιδας,259 E.T. Δήμου Λοκρών,524,374,1,0,1,373,153,1,30,18,95,22,100,70,9,10,9,2,6,61,34,4,2,8,5,12,20,53,0,2,26,5,3,41,20,1,3,2,3,14,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,16,9,4,3,3,0,0,0,0,0,0,0,0,0,3,3,2,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,2,2,0,0,1,0,1,0,1,1,0,0,8,1,5,4,1,0,0
33 - Φθιώτιδας,260 E.T. Δήμου Λοκρών,507,368,7,1,8,360,189,8,27,20,114,14,126,66,4,10,8,2,3,61,37,4,7,3,5,15,23,21,0,1,8,3,1,14,16,0,0,1,0,15,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,8,5,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,3,3,6,3,2,1,1,0,1
33 - Φθιώτιδας,261 E.T. Δήμου Λοκρών,493,346,10,2,12,334,151,1,22,20,95,17,90,54,6,7,5,2,3,48,28,5,6,3,6,13,9,35,0,2,17,5,0,29,22,3,1,3,2,14,3,7,4,0,4,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,1,0,1,1,0,10,4,4,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,1,1,0,0,2,0,2,1,0,0,0,0,10,5,2,2,3,0,0
33 - Φθιώτιδας,262 E.T. Δήμου Λοκρών,482,354,3,2,5,349,135,1,20,11,91,14,96,69,4,2,14,4,5,68,40,6,2,3,13,25,21,36,0,2,15,5,0,29,26,2,0,2,2,23,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,2,2,1,1,1,0,0,1,0,19,7,12,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,3,0,0,0,2,0,9,2,6,3,2,1,1
33 - Φθιώτιδας,263 E.T. Δήμου Λοκρών,503,363,4,4,8,355,155,4,34,11,73,26,103,63,4,7,2,4,6,61,53,6,9,5,9,21,25,29,0,2,6,11,0,18,17,1,2,1,0,16,1,2,0,1,0,0,1,0,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,13,9,7,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,4,1,1,0,0,1,1,1,1,0,0,0,0,4,1,1,0,1,1,0,0,3,1,1,1,0,1,0
33 - Φθιώτιδας,264 E.T. Δήμου Λοκρών,535,379,8,2,10,369,152,0,30,14,117,18,95,82,6,2,5,3,8,80,41,6,5,4,13,24,28,33,0,1,19,7,1,28,22,2,3,3,1,17,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,2,1,1,0,0,12,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,7,5,2,0,2,2,0,1
33 - Φθιώτιδας,265 E.T. Δήμου Λοκρών,476,351,3,1,4,347,173,9,33,16,100,13,118,58,3,5,7,4,1,56,25,0,2,1,6,11,14,29,0,1,9,3,0,20,16,1,0,2,0,16,0,8,2,1,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,2,2,2,1,2,1,0,1,0,13,10,8,6,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,5,1,1,2,0,1,0
33 - Φθιώτιδας,266 E.T. Δήμου Λοκρών,143,92,1,0,1,91,44,1,7,5,29,6,30,12,0,1,0,1,1,12,11,2,2,0,1,3,6,12,0,0,0,9,1,9,5,1,1,2,1,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0
33 - Φθιώτιδας,267 E.T. Δήμου Λοκρών,517,359,7,0,7,352,114,5,20,14,58,13,69,87,11,3,25,1,0,79,29,6,8,3,7,4,15,66,0,3,27,9,0,50,11,2,2,3,2,6,2,5,2,1,2,0,0,2,2,2,0,0,0,0,0,5,0,3,0,1,0,0,2,1,4,2,0,0,0,0,0,7,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,2,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,12,5,2,2,1,1,1
33 - Φθιώτιδας,268 E.T. Δήμου Λοκρών,518,372,6,5,11,361,125,1,11,16,48,10,96,74,5,5,30,3,3,53,36,5,7,5,3,10,22,75,0,5,31,11,0,62,13,3,1,1,0,8,3,8,3,1,2,5,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,0,5,1,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,4,2,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,4,1,2,1,1,1,0
33 - Φθιώτιδας,269 E.T. Δήμου Λοκρών,521,371,9,3,12,359,137,7,8,16,66,12,110,65,6,0,15,2,2,58,38,5,5,1,3,13,25,68,0,1,30,4,0,52,11,2,3,1,2,5,3,12,5,2,2,1,1,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,1,1,1,0,0,1,3,2,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,10,8,2,2,1,1,1
33 - Φθιώτιδας,270 E.T. Δήμου Λοκρών,487,333,6,1,7,326,128,4,18,19,65,11,83,63,5,2,15,3,2,55,24,2,5,0,2,6,16,53,0,3,24,4,0,44,4,3,0,1,0,2,0,10,3,1,1,0,0,2,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,1,0,2,1,9,1,1,4,5,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,2,2,1,0,0,0,3,2,1,1,0,0,3,1,1,1,2,1,0,0,7,4,5,1,1,0,0
33 - Φθιώτιδας,271 E.T. Δήμου Λοκρών,483,377,4,3,7,370,153,6,15,25,83,18,85,93,8,6,13,1,4,80,36,8,6,3,3,3,22,60,0,1,27,6,0,53,8,2,4,1,0,3,3,2,0,1,1,0,1,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,1,1,0,1,0,0,0
33 - Φθιώτιδας,272 E.T. Δήμου Λοκρών,475,339,3,1,4,335,111,1,4,15,54,11,64,79,6,2,13,2,6,70,27,6,2,0,1,5,13,84,0,5,40,6,0,71,8,0,2,2,2,6,0,3,0,1,0,0,1,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
33 - Φθιώτιδας,273 E.T. Δήμου Μακρακώμης,409,243,1,0,1,242,109,5,25,7,61,5,55,51,3,3,7,21,4,41,28,2,5,7,22,2,5,10,0,2,2,2,0,0,2,1,1,0,0,0,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,1,1,1,1,0,4,2,5,4,1,0,1,0,0,12,5,2,6,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,3,1,0,0,0,0,1
33 - Φθιώτιδας,274 E.T. Δήμου Μακρακώμης,396,232,0,0,0,232,83,1,14,9,50,1,57,74,7,6,11,15,4,55,31,4,3,3,24,0,7,5,0,0,2,0,0,2,7,1,3,2,1,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,3,1,1,10,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,5,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0
33 - Φθιώτιδας,275 E.T. Δήμου Μακρακώμης,256,184,3,0,3,181,98,1,9,24,61,2,57,22,4,1,6,4,2,16,14,1,1,1,8,2,7,5,0,0,1,0,0,0,4,2,1,0,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,12,1,4,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11,1,6,2,4,0,0
33 - Φθιώτιδας,276 E.T. Δήμου Μακρακώμης,155,73,0,0,0,73,28,2,6,4,21,1,11,9,1,1,1,0,3,6,12,1,4,0,7,1,9,8,0,0,6,0,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,0
33 - Φθιώτιδας,277 E.T. Δήμου Μακρακώμης,151,86,0,0,0,86,42,0,9,2,27,2,33,8,1,0,3,1,0,3,21,1,0,2,16,0,6,5,0,0,5,0,4,1,1,0,1,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
33 - Φθιώτιδας,278 E.T. Δήμου Μακρακώμης,122,63,0,0,0,63,14,0,2,1,5,0,13,14,4,0,7,0,1,10,16,2,3,1,12,0,1,8,0,1,5,0,0,1,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
33 - Φθιώτιδας,279 E.T. Δήμου Μακρακώμης,259,130,2,0,2,128,66,1,7,5,60,0,19,38,4,3,15,3,5,31,8,1,1,1,6,1,3,2,0,0,0,1,0,0,4,1,0,3,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
33 - Φθιώτιδας,280 E.T. Δήμου Μακρακώμης,79,48,2,0,2,46,12,0,0,3,8,2,9,5,1,1,4,1,0,2,21,0,6,0,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0
33 - Φθιώτιδας,281 E.T. Δήμου Μακρακώμης,85,34,0,0,0,34,12,1,2,2,6,1,8,12,1,0,6,3,1,8,3,0,0,0,3,0,2,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
33 - Φθιώτιδας,282 E.T. Δήμου Μακρακώμης,141,88,0,1,1,87,25,0,5,3,16,0,18,37,7,1,8,5,4,22,14,1,2,0,6,1,6,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1
33 - Φθιώτιδας,283 E.T. Δήμου Μακρακώμης,40,28,0,1,1,27,20,0,9,1,11,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33 - Φθιώτιδας,284 E.T. Δήμου Μακρακώμης,68,37,0,0,0,37,20,0,4,1,16,0,7,5,0,0,2,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
